Numot,Season,game_id,host_lat,host_long,host_site,season,team1_id,team1_score,team2_id,team2_score,team1_seed,team1_lat,team1_long,team1_teamname,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team1_ap_preseason,team1_ap_final,team1_coaches_preseason,team1_coaches_before_final,team1_rpi_rating,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_seed,team2_lat,team2_long,team2_teamname,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team2_ap_preseason,team2_ap_final,team2_coaches_preseason,team2_coaches_before_final,team2_rpi_rating,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,result,team1_freq,seed,blockpct,pt_team_season_wins,oppf3grate,fg2pct,fg3pct,rpi_rating,adjoe,adjde,region,manhattan_dist,dist,adj_seed,adjem
0,2008,2008-1450-1457,39.7392,-104.9903,Denver,2008,1450,71,1457,40,4,46.730448,-117.158168,Washington St.,52.9049,36.7698,72.7685,8.7031,45.3072,33.1551,72.0081,8.0106,33.8766,32.3716,59.0184,49.7908,0.104,0.0725,59.1482,59.6831,112.2148,114.0761,94.9592,93.5267,10,21,10,20,0.594,tony-bennett-1,Tony Bennett,1,1,0,0,0,0,50,16,16,24,8,24,8,13,34.93851,-81.028663,Winthrop,46.6953,37.1795,59.3443,11.7021,46.5957,31.1404,69.5971,7.1245,31.9112,42.1182,54.4846,60.2151,0.1286,0.0967,63.6886,63.1385,101.7613,97.4605,92.325,91.6691,NA,NA,NA,NA,0.544,randy-peele-1,Randy Peele,0,1,0,0,0,0,68,11,80,22,11,22,11,1,4,-9,-2.999,2,-9.7466,6.2096,-0.4097,0.05,16.6156,1.8576,EAST,-9.603211,-10.40447488,-91.125,14.758
0,2008,2008-1452-1112,38.8951,-77.0367,Washington,2008,1452,75,1112,65,7,39.63468,-79.953926,West Virginia,50.0719,35.9551,68.6606,14.1738,45.1057,35.9606,65.508,6.7626,33.8725,32.2906,58.1933,51.5723,0.1032,0.0812,66.3198,65.4761,110.9767,110.1034,95.0148,94.6948,NA,NA,NA,NA,0.575,bob-huggins-1,Bob Huggins,0,15,0,4,0,1,542,10,196,24,10,24,10,10,32.232071,-110.950769,Arizona,51.2489,39.5985,74.3849,8.8323,47.5299,34.542,70.4947,7.4935,32.0655,28.172,61.9458,52.8186,0.0849,0.0775,64.6655,65.0121,109.4196,114.3542,102.2513,97.0594,17,NA,17,NA,0.573,kevin-oneill-1,Kevin O'Neill,0,2,0,1,0,0,171,14,179,19,14,19,14,1,12,-3,5.3415,5,4.1186,-1.177,-3.6434,0.002,-4.2508,-2.3646,EAST,-36.920292,-31.55289185,-3.375,-1.8862
0,2008,2008-1458-1168,41.25,-96,Omaha,2008,1458,71,1168,56,3,43.073858,-89.405356,Wisconsin,49.3333,35.5705,70.5489,9.4862,41.6601,31.2704,68.3438,7.8431,31.8546,32.677,53.8644,50.0695,0.098,0.0994,62.0936,62.7376,108.686,112.3212,86.6427,87.3677,NA,6,NA,14,0.577,bo-ryan-1,Bo Ryan,6,6,2,2,0,0,201,59,86,29,4,29,4,14,33.883627,-117.885349,Cal St. Fullerton,52.2656,38.3754,70.2326,3.6095,51.1895,37.0492,67.3877,6.5625,35.8074,33.3516,51.4316,56.7059,0.1216,0.0842,72.6047,73.1929,113.4321,111.1196,100.2556,103.7128,NA,NA,NA,NA,0.449,bob-burton-1,Bob Burton,0,0,0,0,0,0,92,59,59,24,8,24,8,1,21,-11,5.8767,5,-0.6746,-2.9323,-2.8049,0.128,1.2016,-16.3451,WEST,-20.83322,-16.24960936,-166.375,17.5467
0,2008,2008-1462-1208,38.8951,-77.0367,Washington,2008,1462,73,1208,61,3,39.149291,-84.477648,Xavier,52.2782,39.0582,74.8804,9.6749,45.2012,33.558,67.7116,11.1111,36.594,36.4798,60.2564,58.8235,0.0853,0.1002,65.2053,65.3226,115.1371,113.1885,95.6813,94.1568,NA,12,NA,13,0.57,sean-miller-1,Sean Miller,2,2,0,0,0,0,90,38,38,27,6,27,6,14,33.943487,-83.373847,Georgia,46.9372,33.1675,67.5987,9.2623,49.0984,30.8511,64.8177,9.8775,31.5872,35.0373,47.1095,52.2444,0.0971,0.1002,66.7566,65.8772,101.2043,102.1974,99.7834,96.2386,NA,NA,NA,NA,0.577,dennis-felton-1,Dennis Felton,0,3,0,0,0,0,175,79,133,17,16,17,16,1,16,-11,0.4126,10,1.4425,5.341,5.8907,-0.007,10.9911,-2.0818,SOUTH,-3.593621,-0.596968901,-166.375,13.0729
0,2008,2008-1139-1375,33.525,-86.813,Birmingham,2008,1139,81,1375,61,7,39.840662,-86.171791,Butler,51.3483,38.0215,73.7008,7.2049,48.1771,31.8352,66.4845,9.3258,48.5252,31.6726,57.3454,45.3793,0.1066,0.0777,59.9734,60.949,112.8232,113.3087,95.1339,95.7745,NA,11,NA,10,0.59,brad-stevens-1,Brad Stevens,0,0,0,0,0,0,29,3,3,29,3,29,3,10,30.695081,-88.18189,South Alabama,53.255,36.7673,70.3125,8.6081,47.2527,33.5366,66.9742,8.2278,33.7328,37.5286,60.804,56.3859,0.0906,0.1055,66.8629,66.535,112.7932,110.8569,97.2145,99.7824,NA,NA,NA,NA,0.561,ronnie-arrow-1,Ronnie Arrow,2,3,0,0,0,0,235,99,148,26,6,26,6,1,14,-3,-1.4032,3,-5.856,-1.9067,1.2542,0.029,2.4518,-4.0079,SOUTH,2.758062,3.204515711,-3.375,6.4597
0,2008,2008-1172-1211,35.7806,-78.6389,Raleigh,2008,1172,82,1211,76,10,35.500006,-80.845236,Davidson,53.0055,37.1671,72.5632,8.5993,46.9858,35.4745,63.4615,6.8696,39.2027,37.7827,59.1278,51.6171,0.1061,0.0807,68.3754,68.2715,113.3089,112.6761,92.4093,92.4836,NA,23,NA,NA,0.574,bob-mckillop-1,Bob McKillop,4,4,0,0,0,0,337,224,224,26,6,26,6,7,47.668144,-117.403062,Gonzaga,53.6313,37.4787,71.2329,13.0288,43.7394,32.6149,64.7841,8.9385,31.9022,37.0607,53.5874,50.9409,0.1108,0.1007,67.9448,68.0301,110.7314,112.3988,91.8518,95.5913,14,24,14,NA,0.534,mark-few-1,Mark Few,8,8,3,3,0,0,236,59,59,25,7,25,7,1,7,3,-4.4295,1,0.722,-0.6258,-0.3116,0.04,0.2773,-3.1077,SOUTH,-48.164776,-38.32184182,3.375,3.385
0,2008,2008-1207-1420,35.7806,-78.6389,Raleigh,2008,1207,66,1420,47,2,38.908809,-77.073463,Georgetown,56.292,38.3738,65.2101,13.7638,40.5268,29.86,67.9878,8.4534,40.2411,35.3297,61.7544,53.3632,0.1086,0.1105,62.1963,62.2469,111.1919,112.5181,92.5874,90.4236,5,8,5,8,0.581,john-thompson-2,John Thompson,2,4,2,2,1,1,167,35,77,27,5,27,5,15,39.256686,-76.711607,MD Baltimore County,48.4388,38.2736,72.7127,9.1064,48.766,35.1515,72.3282,8.6469,32.9576,35.9673,57.1429,52.9193,0.0924,0.0728,65.0534,65.0386,113.8252,111.9467,105.5221,107.8308,NA,NA,NA,NA,0.521,randy-monroe-1,Randy Monroe,0,0,0,0,0,0,57,64,64,24,8,24,8,1,7,-13,4.6574,3,-0.6376,7.8532,0.1002,0.06,0.5714,-17.4072,EAST,-0.709733,-0.476583427,-274.625,17.9786
0,2008,2008-1257-1129,33.525,-86.813,Birmingham,2008,1257,79,1129,61,3,38.215752,-85.758843,Louisville,53.528,34.9614,64.7139,13.5632,43.1418,30.4473,68.2635,7.6237,38.6872,34.6847,58.1545,57.1059,0.1192,0.0866,66.9964,67.2716,106.4896,109.7418,90.9409,89.0068,6,13,6,NA,0.567,rick-pitino-1,Rick Pitino,4,12,1,7,1,5,518,66,190,24,8,24,8,14,43.604403,-116.205789,Boise St.,56.2397,39.1691,66.2234,5.5394,49.1254,35.2308,70.5449,8.2923,35.6237,32.1464,60.4847,49.6124,0.0821,0.0854,72.3557,72.4141,109.9851,106.6432,102.7667,103.3789,NA,NA,NA,NA,0.575,greg-graham-2,Greg Graham,0,0,0,0,0,0,108,81,81,25,8,25,8,1,19,-11,8.0238,-1,2.5383,-2.7117,-4.2077,-0.008,3.0986,-14.3721,WEST,-33.727283,-26.26524132,-166.375,17.4707
0,2008,2008-1272-1426,34.7361,-92.3311,Little Rock,2008,1272,87,1426,63,1,35.115864,-89.993508,Memphis,52.9597,34.9133,61.3522,14.9877,42.6904,30.1829,68,8.2494,35.2629,28.7215,55.7305,49.1601,0.1198,0.0825,70.4858,69.7446,112.8163,111.949,85.7181,85.856,3,2,3,1,0.591,john-calipari-1,John Calipari,4,9,2,5,0,1,407,64,135,33,1,33,1,16,32.728437,-97.115087,Texas Arlington,52.4771,34.6232,67.1254,7.0423,46.5795,32.4286,66.9207,7.7064,31.0563,41.3223,52.2911,56.8116,0.0876,0.1083,71.204,70.1478,100.8066,100.7145,97.602,102.6367,NA,NA,NA,NA,0.565,scott-cross-1,Scott Cross,0,0,0,0,0,0,34,28,28,21,11,21,11,1,14,-15,7.9454,12,-12.6008,0.4826,0.2901,0.026,11.2345,-16.7807,SOUTH,-4.074294,-2.819943721,-421.875,28.0152
0,2008,2008-1280-1332,34.7361,-92.3311,Little Rock,2008,1280,76,1332,69,8,33.425002,-88.879658,Mississippi St.,53.3224,33.4282,64.6195,19.2225,39.7408,31.8182,68.4474,9.434,36.5765,35.0023,50.6215,50.3797,0.0839,0.094,69.0298,68.2846,104.6762,104.8354,93.592,91.6791,NA,NA,NA,NA,0.599,rick-stansbury-1,Rick Stansbury,4,4,0,0,0,0,207,114,114,22,10,22,10,9,44.044515,-123.07398,Oregon,53.7604,39.2405,69.3598,6.6998,50.3722,33.3839,69.0031,10.0279,39.7651,35.2784,55.5944,53.3172,0.0679,0.0849,67.2173,67.1246,112.5175,117.7965,106.9744,102.4784,12,NA,13,NA,0.53,ernie-kent-1,Ernie Kent,4,5,2,2,0,0,301,133,213,18,13,18,13,1,4,-1,12.5227,4,-0.2761,-0.438,-5.8123,0.069,-12.9611,-10.7993,EAST,-35.288755,-28.42911981,-0.125,-2.1618
0,2008,2008-1314-1291,35.7806,-78.6389,Raleigh,2008,1314,113,1291,74,1,35.912165,-79.050969,North Carolina,52.1169,37.2414,75.6923,10.5006,47.8022,32.6291,66.7707,9.8286,22.6209,34.2169,51.92,50.3299,0.1069,0.1042,75.893,74.4187,115.3951,118.7927,94.9042,93.24,1,1,1,5,0.564,roy-williams-1,Roy Williams,4,18,2,11,1,5,556,32,133,32,2,32,2,16,39.680632,-77.35222,Mount St. Mary's,47.8699,36.1062,70.3343,10.1285,46.712,32.1799,70.2216,7.8234,30.4418,30.405,53.163,48.01,0.1078,0.0894,68.3434,67.7882,100.7011,98.7698,97.0542,98.3215,NA,NA,NA,NA,0.611,milan-brown-1,Milan Brown,0,0,0,0,0,0,59,90,90,18,14,18,14,1,28,-15,0.3721,14,3.8119,4.247,1.1352,-0.047,20.0229,-5.0815,WEST,-4.643078,-3.674236257,-421.875,25.1044
1,2008,2008-1360-1163,27.971,-82.465,Tampa,2008,1360,70,1163,69,13,32.77142,-117.188721,San Diego,48.7179,33.6673,66.9683,8.3911,47.96,34.4507,67.04,10.1832,26.7704,29.2484,54.8619,51.6089,0.1058,0.1041,65.3011,64.8528,98.7191,99.8269,95.8064,95.6728,NA,NA,NA,NA,0.557,bill-grier-1,Bill Grier,0,0,0,0,0,0,21,13,13,21,13,21,13,4,41.808215,-72.249537,Connecticut,49.47,36.129,72.0442,19.2959,40.4198,34.9206,67.9764,8.1979,24.734,31.9355,56.2212,52.4434,0.0814,0.109,70.2088,68.7535,110.4279,113.4128,97.6536,96.7912,NA,16,NA,17,0.567,jim-calhoun-1,Jim Calhoun,14,19,11,11,2,2,776,200,337,24,8,24,8,1,1,9,-10.9048,-3,-2.6871,-0.7521,-2.4617,-0.01,-13.5859,-1.1184,SOUTH,15.471463,17.85442949,91.125,-12.4675
0,2008,2008-1397-1110,33.525,-86.813,Birmingham,2008,1397,72,1110,57,2,35.955093,-83.929696,Tennessee,51.5287,35.7981,65.7074,8.8836,50.3145,31.2236,67.3885,10.8874,38.8509,35.8548,60.6426,54.9884,0.126,0.0793,72.7484,72.1186,113.0439,116.0628,97.6742,96.1714,7,5,7,4,0.572,bruce-pearl-1,Bruce Pearl,2,4,1,2,0,0,161,23,61,29,4,29,4,15,38.937802,-77.090106,American,46.3492,41.0095,74.1194,8.1921,45.1036,35.034,73.4472,13.1217,40.152,35.6364,55.0143,55.4745,0.0734,0.1021,60.9164,61.9209,106.9536,107.8497,101.5554,105.0294,NA,NA,NA,NA,0.489,jeff-jones-3,Jeff Jones,0,5,0,2,0,0,270,113,217,21,11,21,11,1,12,-13,0.6915,8,0.2184,5.1795,-5.2114,0.083,8.2131,-8.858,EAST,-9.822299,-7.357250257,-274.625,17.0711
0,2008,2008-1400-1122,34.7361,-92.3311,Little Rock,2008,1400,74,1122,54,2,30.28473,-97.737277,Texas,48.5121,37.9845,68.2652,14.1673,43.1801,33.2108,68.5714,7.474,34.8806,38.0775,48.3417,56.3981,0.0886,0.0666,65.1841,64.7277,114.3155,118.6783,98.694,95.1518,15,7,16,11,0.527,rick-barnes-1,Rick Barnes,9,15,4,5,1,1,446,92,226,28,6,28,6,15,36.533319,-87.354081,Austin Peay,48.4193,38.1818,71.3278,6.5905,52.812,37.351,69.4175,9.6506,37.2979,39.8838,58.5965,60.3624,0.1401,0.0987,67.2322,67.4537,108.6632,103.4497,102.7603,103.0212,NA,NA,NA,NA,0.556,dave-loos-1,Dave Loos,2,2,0,0,0,0,295,246,246,24,10,24,10,1,18,-13,7.5768,4,-1.8063,0.0928,-0.1973,-0.029,15.2286,-7.8694,SOUTH,3.083309,1.711389592,-274.625,23.098
1,2008,2008-1443-1179,27.971,-82.465,Tampa,2008,1443,101,1179,99,12,36.985718,-86.455898,Western Kentucky,51.1645,38.9231,70.8275,10.5528,46.2312,32.8647,70.3143,7.0624,32.8117,32.2745,46.0385,52.9093,0.1106,0.0895,68.6919,68.9415,111.0785,109.4072,94.4868,95.8922,NA,NA,NA,NA,0.599,darrin-horn-1,Darrin Horn,0,0,0,0,0,0,109,47,47,27,6,27,6,5,41.60381,-93.654061,Drake,50.5411,36.7089,76.7828,7.5848,49.501,34.4564,67.0886,10.4978,46.091,39.4562,59.5773,56.4494,0.1128,0.0936,62.8112,63.9199,115.0265,119.2845,97.0435,97.8011,NA,14,NA,15,0.587,keno-davis-1,Keno Davis,0,0,0,0,0,0,28,4,4,28,4,28,4,1,6,7,2.968,-1,-7.1817,0.6234,2.2142,0.012,-9.8773,-1.9089,SOUTH,-11.816255,-7.777948835,42.875,-7.9684
0,2008,2008-1242-1424,41.25,-96,Omaha,2008,1242,75,1424,56,1,38.957351,-95.24587,Kansas,55.3672,39.697,70.696,16.7407,41.1852,32.8162,68.1885,6.3402,29.2943,38.2998,61.1014,52.7076,0.1299,0.0914,68.7223,68.8982,117.8681,120.8601,89.5929,89.7916,4,4,4,3,0.489,bill-self-1,Bill Self,4,9,2,5,0,0,343,32,137,31,3,31,3,8,36.106994,-115.141153,Nevada Las Vegas,47.5945,33.2021,74.8428,8.4833,47.0437,30.3254,66.8885,8.2474,39.5639,36.6793,60.347,53.4483,0.1176,0.0723,65.4453,65.0838,105.7488,109.9117,95.0348,97.6376,NA,NA,NA,NA,0.558,lon-kruger-1,Lon Kruger,1,10,1,3,0,1,408,41,274,26,7,26,7,1,26,-7,8.2574,5,1.6205,7.7727,6.4949,-0.069,10.9484,-7.846,WEST,-21.23738,-17.40655301,-42.875,18.7944
0,2008,2008-1277-1338,39.7392,-104.9903,Denver,2008,1277,65,1338,54,5,42.72476,-84.473639,Michigan St.,51.574,36.9835,73.6762,12.2482,45.5278,31.1902,67.0229,9.779,24.4815,37.069,66.491,56.116,0.0899,0.0921,64.3034,65.0287,110.345,112.5868,96.4841,94.3137,8,18,8,9,0.555,tom-izzo-1,Tom Izzo,10,10,6,6,4,4,303,129,129,25,8,25,8,4,40.444502,-79.954692,Pittsburgh,50.8242,33.752,66.5344,9.1592,46.7718,33.429,69.3632,8.0357,30.4348,34.3519,57.2775,52.9206,0.0989,0.0728,65.5928,65.2951,111.2773,114.1934,99.2473,97.5201,22,17,20,24,0.582,jamie-dixon-1,Jamie Dixon,4,4,2,2,0,0,131,39,39,26,9,26,9,1,19,1,3.089,-1,2.7171,0.7498,3.2315,-0.027,-1.6066,-3.2064,SOUTH,-2.238689,-4.312790306,0.125,1.5998
1,2008,2008-1390-1266,33.8361,-117.8897,Anaheim,2008,1390,82,1266,81,3,37.431746,-122.182212,Stanford,47.9508,36.5809,69.434,12.9167,42.0833,33.3333,66.4134,6.1475,27.0916,28.2511,58.2686,45.4088,0.0676,0.0903,64.0487,64.9821,109.1301,111.6589,93.4836,90.5657,23,10,21,7,0.585,trent-johnson-1,Trent Johnson,2,3,0,1,0,0,157,47,121,26,7,26,7,6,43.038765,-87.928122,Marquette,48.9948,35.8297,70.5263,10.23,46.709,30.3509,67.8667,9.0841,33.6462,31.1305,56.4302,54.7244,0.1325,0.0886,69.1227,68.5795,109.1781,110.7711,92.7853,92.0123,11,25,12,25,0.591,tom-crean-1,Tom Crean,4,4,1,1,1,1,189,95,95,24,9,24,9,1,8,-3,2.6867,2,-2.8794,-1.044,0.7512,-0.006,0.8878,-1.4466,EAST,-31.276085,-25.74353106,-3.375,2.3344
0,2008,2008-1450-1323,39.7392,-104.9903,Denver,2008,1450,61,1323,41,4,46.730448,-117.158168,Washington St.,52.9049,36.7698,72.7685,8.7031,45.3072,33.1551,72.0081,8.0106,33.8766,32.3716,59.0184,49.7908,0.104,0.0725,59.1482,59.6831,112.2148,114.0761,94.9592,93.5267,10,21,10,20,0.594,tony-bennett-1,Tony Bennett,1,1,0,0,0,0,50,16,16,24,8,24,8,5,41.616717,-86.289848,Notre Dame,47.8326,40.4727,73.6536,8.8152,44.7814,33.6634,64.5492,9.2676,33.598,33.2706,66.5208,57.0447,0.0874,0.09,71.4048,71.1753,112.8615,114.8331,98.1674,97.8196,NA,15,NA,18,0.578,mike-brey-1,Mike Brey,4,6,1,1,0,0,265,85,137,24,7,24,7,1,4,-1,-0.1121,0,-0.899,5.0723,-3.7029,0.016,-0.757,-4.2929,EAST,-1.418853,-4.761129148,-0.125,3.5359
0,2008,2008-1172-1207,35.7806,-78.6389,Raleigh,2008,1172,74,1207,70,10,35.500006,-80.845236,Davidson,53.0055,37.1671,72.5632,8.5993,46.9858,35.4745,63.4615,6.8696,39.2027,37.7827,59.1278,51.6171,0.1061,0.0807,68.3754,68.2715,113.3089,112.6761,92.4093,92.4836,NA,23,NA,NA,0.574,bob-mckillop-1,Bob McKillop,4,4,0,0,0,0,337,224,224,26,6,26,6,2,38.908809,-77.073463,Georgetown,56.292,38.3738,65.2101,13.7638,40.5268,29.86,67.9878,8.4534,40.2411,35.3297,61.7544,53.3632,0.1086,0.1105,62.1963,62.2469,111.1919,112.5181,92.5874,90.4236,5,8,5,8,0.581,john-thompson-2,John Thompson,2,4,2,2,1,1,167,35,77,27,5,27,5,1,7,8,-5.1645,-1,2.453,-3.2865,-1.2067,-0.007,0.158,2.06,SOUTH,-2.206716,-1.273933193,64,-1.902
0,2008,2008-1257-1328,33.525,-86.813,Birmingham,2008,1257,78,1328,48,3,38.215752,-85.758843,Louisville,53.528,34.9614,64.7139,13.5632,43.1418,30.4473,68.2635,7.6237,38.6872,34.6847,58.1545,57.1059,0.1192,0.0866,66.9964,67.2716,106.4896,109.7418,90.9409,89.0068,6,13,6,NA,0.567,rick-pitino-1,Rick Pitino,4,12,1,7,1,5,518,66,190,24,8,24,8,6,35.208152,-97.445692,Oklahoma,48.9583,34.8101,68.1319,10.7484,46.0191,32.6347,72.7273,8.9744,33.617,34.7193,52.4669,46.8593,0.0988,0.1045,64.8893,64.7876,103.9473,106.6132,96.9406,93.7432,NA,NA,NA,NA,0.543,jeff-capel-1,Jeff Capel,0,1,0,0,0,0,117,26,67,22,11,22,11,1,19,-3,2.8148,2,-0.0346,4.5697,0.1513,0.024,3.1286,-4.7364,WEST,-6.570935,-5.957345048,-3.375,7.865
0,2008,2008-1272-1280,34.7361,-92.3311,Little Rock,2008,1272,77,1280,74,1,35.115864,-89.993508,Memphis,52.9597,34.9133,61.3522,14.9877,42.6904,30.1829,68,8.2494,35.2629,28.7215,55.7305,49.1601,0.1198,0.0825,70.4858,69.7446,112.8163,111.949,85.7181,85.856,3,2,3,1,0.591,john-calipari-1,John Calipari,4,9,2,5,0,1,407,64,135,33,1,33,1,8,33.425002,-88.879658,Mississippi St.,53.3224,33.4282,64.6195,19.2225,39.7408,31.8182,68.4474,9.434,36.5765,35.0023,50.6215,50.3797,0.0839,0.094,69.0298,68.2846,104.6762,104.8354,93.592,91.6791,NA,NA,NA,NA,0.599,rick-stansbury-1,Rick Stansbury,4,4,0,0,0,0,207,114,114,22,10,22,10,1,14,-7,-4.2348,11,-6.2808,-0.3627,1.4851,-0.008,7.1136,-5.8231,SOUTH,-2.045184,-1.3238374,-42.875,12.9367
1,2008,2008-1397-1139,33.525,-86.813,Birmingham,2008,1397,76,1139,71,2,35.955093,-83.929696,Tennessee,51.5287,35.7981,65.7074,8.8836,50.3145,31.2236,67.3885,10.8874,38.8509,35.8548,60.6426,54.9884,0.126,0.0793,72.7484,72.1186,113.0439,116.0628,97.6742,96.1714,7,5,7,4,0.572,bruce-pearl-1,Bruce Pearl,2,4,1,2,0,0,161,23,61,29,4,29,4,7,39.840662,-86.171791,Butler,51.3483,38.0215,73.7008,7.2049,48.1771,31.8352,66.4845,9.3258,48.5252,31.6726,57.3454,45.3793,0.1066,0.0777,59.9734,60.949,112.8232,113.3087,95.1339,95.7745,NA,11,NA,10,0.59,brad-stevens-1,Brad Stevens,0,0,0,0,0,0,29,3,3,29,3,29,3,1,12,-5,1.6787,0,4.1822,0.1804,-2.2234,-0.018,2.7541,0.3969,EAST,-1.643474,-2.577346893,-15.625,2.3572
0,2008,2008-1437-1373,27.971,-82.465,Tampa,2008,1437,84,1373,72,12,40.039388,-75.345457,Villanova,47.7863,34.4239,72.6692,9.1333,48.5555,36.4738,68.4086,12.2901,34.923,40.9141,53.6866,57.5758,0.1167,0.0953,69.0578,69.0172,105.3778,106.6808,100.4832,95.4874,NA,NA,25,NA,0.544,jay-wright-1,Jay Wright,3,5,2,2,0,0,268,82,167,20,12,20,12,13,42.718586,-73.75153,Siena,48.1145,38.24,68.883,8.9541,49.4357,36.9408,65,8.5894,30.3841,34.273,52.694,52.6835,0.1328,0.0762,69.7342,68.6598,108.8561,106.1652,100.2982,99.3433,NA,NA,NA,NA,0.599,fran-mccaffery-1,Fran McCaffery,0,2,0,0,0,0,196,35,161,22,10,22,10,1,19,-1,0.1792,-2,6.6411,-0.3282,-3.8161,-0.055,0.5156,-3.8559,WEST,-4.273125,-3.117466373,-0.125,4.3715
0,2008,2008-1443-1360,27.971,-82.465,Tampa,2008,1443,72,1360,63,12,36.985718,-86.455898,Western Kentucky,51.1645,38.9231,70.8275,10.5528,46.2312,32.8647,70.3143,7.0624,32.8117,32.2745,46.0385,52.9093,0.1106,0.0895,68.6919,68.9415,111.0785,109.4072,94.4868,95.8922,NA,NA,NA,NA,0.599,darrin-horn-1,Darrin Horn,0,0,0,0,0,0,109,47,47,27,6,27,6,13,32.77142,-117.188721,San Diego,48.7179,33.6673,66.9683,8.3911,47.96,34.4507,67.04,10.1832,26.7704,29.2484,54.8619,51.6089,0.1058,0.1041,65.3011,64.8528,98.7191,99.8269,95.8064,95.6728,NA,NA,NA,NA,0.557,bill-grier-1,Bill Grier,0,0,0,0,0,0,21,13,13,21,13,21,13,1,6,-1,2.1617,6,3.0261,2.4466,5.2558,0.042,9.5803,0.2194,SOUTH,-26.518525,-25.19534931,-0.125,9.3609
0,2008,2008-1257-1397,35.2269,-80.8433,Charlotte,2008,1257,79,1397,60,3,38.215752,-85.758843,Louisville,53.528,34.9614,64.7139,13.5632,43.1418,30.4473,68.2635,7.6237,38.6872,34.6847,58.1545,57.1059,0.1192,0.0866,66.9964,67.2716,106.4896,109.7418,90.9409,89.0068,6,13,6,NA,0.567,rick-pitino-1,Rick Pitino,4,12,1,7,1,5,518,66,190,24,8,24,8,2,35.955093,-83.929696,Tennessee,51.5287,35.7981,65.7074,8.8836,50.3145,31.2236,67.3885,10.8874,38.8509,35.8548,60.6426,54.9884,0.126,0.0793,72.7484,72.1186,113.0439,116.0628,97.6742,96.1714,7,5,7,4,0.572,bruce-pearl-1,Bruce Pearl,2,4,1,2,0,0,161,23,61,29,4,29,4,1,19,1,4.6796,-5,-1.1701,1.9993,-0.8367,-0.005,-6.321,-7.1646,WEST,4.089806,2.581758578,0.125,0.8436
0,2008,2008-1314-1450,35.2269,-80.8433,Charlotte,2008,1314,68,1450,47,1,35.912165,-79.050969,North Carolina,52.1169,37.2414,75.6923,10.5006,47.8022,32.6291,66.7707,9.8286,22.6209,34.2169,51.92,50.3299,0.1069,0.1042,75.893,74.4187,115.3951,118.7927,94.9042,93.24,1,1,1,5,0.564,roy-williams-1,Roy Williams,4,18,2,11,1,5,556,32,133,32,2,32,2,4,46.730448,-117.158168,Washington St.,52.9049,36.7698,72.7685,8.7031,45.3072,33.1551,72.0081,8.0106,33.8766,32.3716,59.0184,49.7908,0.104,0.0725,59.1482,59.6831,112.2148,114.0761,94.9592,93.5267,10,21,10,20,0.594,tony-bennett-1,Tony Bennett,1,1,0,0,0,0,50,16,16,24,8,24,8,1,28,-3,1.7975,8,1.8453,-0.788,0.4716,-0.03,4.7166,-0.2867,WEST,-45.34082,-36.1744591,-3.375,5.0033
0,2008,2008-1172-1458,42.3314,-83.0458,Detroit,2008,1172,73,1458,56,10,35.500006,-80.845236,Davidson,53.0055,37.1671,72.5632,8.5993,46.9858,35.4745,63.4615,6.8696,39.2027,37.7827,59.1278,51.6171,0.1061,0.0807,68.3754,68.2715,113.3089,112.6761,92.4093,92.4836,NA,23,NA,NA,0.574,bob-mckillop-1,Bob McKillop,4,4,0,0,0,0,337,224,224,26,6,26,6,3,43.073858,-89.405356,Wisconsin,49.3333,35.5705,70.5489,9.4862,41.6601,31.2704,68.3438,7.8431,31.8546,32.677,53.8644,50.0695,0.098,0.0994,62.0936,62.7376,108.686,112.3212,86.6427,87.3677,NA,6,NA,14,0.577,bo-ryan-1,Bo Ryan,6,6,2,2,0,0,201,59,86,29,4,29,4,1,7,7,-0.8869,-3,5.1057,3.6722,1.5966,-0.003,0.3549,5.1159,SOUTH,1.929944,0.774327289,42.875,-4.761
